Title,Study,Decision-Making Time,Expertise Level of User,QA Score,Industry,Subcategory,AI Type - Intervention,Comparison,Was explainability/interpretability considered?,XAI Type,Decision Making - (Intervention),Deployed?,Data Type,Output Feature,Safety Outcome,Was regulation considered?,Regulatory Oversight Body (if any),Key Findings,Feature Study?,Full Text Review Notes,Analysis Notes,DOI,Published Year,Country
"Leveraging artificial intelligence to reduce diagnostic errors in emergency medicine: Challenges, opportunities, and future directions",Taylor 2025,Minutes-Hours,Expert,100,Medical,"Accidents, Diagnostics, Roadmap/Perspective",Non-Specific,Human Evaluation,Yes,Non-Specific,Augmented Human Decision-Making,Non Applicable,Non Applicable,recommendations for useful and safe AI for emergency medicine and general healthcare systems,Sparing lives,Yes,Non-Specific,"“AI can streamline the information-gathering process  by automating data retrieval, reducing cognitive load, and providing clinicians with  essential patient details quickly.”
”Even though EHR review promotes high-quality care, ED attending physicians devote only about 1 min per patient to chart review.27”
”To successfully expand beyond local health  care systems, these tools would need to be validated across pop ulations and implemented across institutional data sets. These  hurdles require addressing core “Big Data” challenges such as vari ability in data structures or ontologies. Some of these practical  challenges might be overcome with vendor collaborations that  leverage shared EHR data structures, as illustrated by the Epic  Sepsis Model that is now integrated into the Epic EHR.”
”Even though existing evidence is encouraging, AI CDS differentials are prone to inherit societal biases from their training data. They therefore must be carefully  and continuously evaluated to ensure that they do not exacerbate  existing health inequities.52–54” 
”AI implementations across EM—and indeed, broadly across  health care—are limited by the scarcity of widely disseminated and  effective tools. The sepsis predictions systems described above  demonstrate the value of AI tools across individual health care  systems, but the Epic Sepsis Model has been widely criticized for  variable performance and lack of transparency in real- world environments.38–41 While AI tools are being developed and tested lo cally, few AI tools have achieved both broad dissemination and  consistent clinical impact.”",Yes,"Nataly Panczyk (2026-02-06 07:23:18)(Select): this is a special contribution paper from doctors from a variety of top emergency medicine departments across the US describing critical features of clinical AI, specifically for emergency departments. emphasizes interaction with emergency doctors and explainable results;","Epic has a sepsis AI model
  • The AI systems don’t matter if hospitals don’t have the infrastructure to support it
  • ",10.1111/acem.15066,2025,United States
How should autonomous vehicles allocate accident liability? Rethinking the applicability of the hand formula,Tian 2025,Seconds or Less,General Public,95.24,Autonomous Vehicles,Legal,AV Built-In,Human Evaluation,Yes,Non-Specific,Autonomous,No,Non Applicable,liability recommendations and frameworks for AVs,Sparing lives,Yes,Non-Specific,"“accident liability mechanisms should incorporate presumption of fault, establish multi-tiered liability allocation, and promote proactive insurance involvement”
”Unlike concerns with fully autonomous driving, the “human–machine collaborative” driving model is inherently accompanied by “decision intertwining,” meaning decisions are made jointly by humans and machines. Not only simple decisions, such as signaling and changing lanes; but slightly more complex include braking, overtaking, and yielding also made by driver and AI.”
”AI decisions exhibit “black box” characteristics – opacity and unpredictability that fundamentally challenge traditional tort law’s mechanisms for determining duty of care.”
”The Hand Formula emerged accordingly, providing a more practical method for applying tort liability in legal practice. The simple formula B (Burden) < P (Probability) × L (Loss) was used to conduct a “cost-benefit analysis” of accidents: when the cost of taking precautions is less than the product of the probability of harm and the potential loss, failing to take such precautions constitutes negligence.14”
”Furthermore, information asymmetries between manufacturers and consumers suggest that liability rules encouraging manufacturers to invest in safety innovation may generate substantial social welfare gains through accident reduction.22 These welfare gains extend beyond direct accident costs to include reduced congestion, environmental benefits from optimized driving patterns, and increased mobility for previously underserved populations.23”",No,"Nataly Panczyk (2026-02-06 07:33:04)(Select): definitely a legal/regulation paper, but useful for understanding liability concerns and potential legal frameworks for AVs (especially internationally); Leo Tunkle (2026-01-07 10:36:05)(Screen): Seems interesting since it describes the current state of liability and how to improve;","strict liability is brought up here again
",10.1515/ajle-2025-0037,2025,China
Exploring transparency: A comparative analysis of explainable artificial intelligence techniques in retinography images to support the diagnosis of glaucoma,Vieira 2025,Days or More,Expert,95.24,Medical,"Diagnostics, Explanations",CNN,Human Evaluation,Yes,"CAM, GradCAM, LIME, SHAP, SmoothGrad, Vanilla Gradients",Augmented Human Decision-Making,No,Clinical - Imaging,Binary classification: glaucoma or not glaucoma,"Diagnostic, Sparing lives",Yes,General Data Protection Regulations,"“This paper explores and applies explainable artificial intelligence (XAI) techniques to different CNN architectures for glaucoma classification, comparing which explanation technique offers the best interpretive resources for clinical diagnosis. We propose a new approach, SCIM (SHAP-CAM Interpretable Mapping), which has shown promising results. The experiments were conducted with an ophthalmology specialist who highlighted that CAM-based interpretability, applied to the VGG16 and VGG19 architectures, stands out as the most effective resource for promoting interpretability and supporting diagnosis.”
”The results suggest an intriguing hypothesis regarding the distinct interpretability effectiveness of the VGG16 and VGG19 architectures compared to other CNNs investigated. The CAM technique application in these models stood out, receiving the expert’s maximum score (‘5 totally agree’) during evaluation. Performance analysis reinforces the robustness of these architectures, with VGG16 achieving an f1-score of 97.00% and VGG19 achieving 96.26%. These results indicate that incorporating interpretability into the VGG16 and VGG19 architectures may enhance reliability in glaucoma classification, contributing to diagnostic support. The CAM technique in the VGG16 and VGG19 architectures demonstrated a strong ability to highlight clinically relevant regions, particularly disparities in the ISNT pattern—an important indicator for glaucomatous conditions. This technique provided a clearer and more intuitive visual interpretation, aligning well with established clinical guidelines.”",Yes,"Nataly Panczyk (2026-02-06 07:38:40)(Select): Even though this paper focuses on diagnostics, it really focuses on the quality of various explainability methods for clinical acceptance and application. Diagnostic evaluation was just the demo problem used in this study, but explainability methods and their usefulness were the main experiement;","to evaluate the performance of the various explainability methods tested in this study, they considered the following metrics: interpretability, domain compliance, stability, and computational efficiency. evaluation was performed by an opthamologist",10.1016/j.compbiomed.2024.109556,2025,Brazil
Evaluation of ML-based clinical decision support tool to replace an existing tool in an academic health system: Lessons learned,Woo 2020,Minutes-Hours,Trained User,80.95,Medical,Prophylaxis,CDSS Built-In,Human Evaluation,No,Non-Applicable,Augmented Human Decision-Making,Yes,"Clinical - Condition Onset Details, Clinical - Physiological, Demographic, Medical Records",Falls and pressure injuries (ulcers),Sparing lives,No,Non-Applicable,"“We relied on clinical staff to implement the new risk tool as well as the personalized recommendations. We tracked the implementation of the suggested interventions via the clinical EHR interface, where clinical staff could select the suggested CDS interventions that were implemented (and if not implemented, why not). There was significant variation in adoption of the tool between units across the healthcare system. The compliance rate was very low at the start of the study period and increased to around 30% by the end of the active study period.”
”To best assess and evaluate the effectiveness of the tools, we would need to control for unintended variables. However, given that the standard of care for these patients was already established, it is infeasible to design an evaluation strategy that would alter the standard workflow and potentially introduce harm to the patients.”",Yes,"Nataly Panczyk (2026-02-06 07:46:38)(Select): this wasn’t a very well conducted experiment (see: study limitations), but it did seek to evaluate an implemented CDSS tool. the tool was used more for predicting injuries than making actually safety critical decisions, but the point of including this paper is more to consider the human interaction with AI effects rather than the actually quality of the models used;","The study mentions “Epic clinical decision support” but it’s unclear if that’s for the control arm or the intervention. They mention later that “The new CDS tools were provided by an external vendor” — not sure if this is Epic or not. 
Study conducted at Duke hospital system, mostly executed by nurses to help avoid preventable falls and pressure injuries.
Low compliance rate is concerning— does this say something else about the feasibility of using AI CDSS systems? Or changing healthcare protocols in general?
Interesting that they claim it would be impossible to evaluate this new system without introducing harm to patients.",10.3390/jpm10030104,2020,United States
Prediction failure risk-aware decision-making for autonomous vehicles on signalized intersections,Yang 2023,Seconds or Less,General Public,85.71,Autonomous Vehicles,"Accidents, Validation/Testing","Autoencoders, FNN",Other Deep Learning,No,Non-Applicable,Autonomous,No,Driving Scenes/Scenarios,"Collision rate, average speed, traffic violation rate",Sparing lives,No,Non-Applicable,"“Currently, deep learning technology has been widely used to design prediction models due to its impressive performance. However, such models may fail in long-tail driving scenarios where the training data are insufficient or unavailable, which represents the so-called epistemic uncertainty of prediction models. This paper proposes a risk-aware decision-making (RADM) framework to handle the epistemic uncertainty arising from training the prediction model on insufficient data.”
”The proposed RADM method is evaluated using both the real-world driving data replay and SUMO simulator (The simulation frequency is set to 10hz). Particularly, three specific cases are extracted from the SIND, including the pedestrian crossing the intersection illegally, the non-motorized vehicle turning left illegally, and the non-motorized vehicle making the U-turn illegally.”",Yes,"Nataly Panczyk (2026-02-06 08:08:38)(Select): probably one of the few AV methods papers included because it considers epistemic uncertainty of the model, still highlights risk because their best model still collides with other ped/vehicle in 7% of “challenging cases"";","Handles epistemic uncertainty for AVs (i.e., when the model doesn’t have sufficient training data in a particular context to yield a reliable model, we can quantify just how unreliable it is)
  • Scenarios considered are pedestrian jaywalking, and cyclist making an illegal left turn or illegal u-turn
Also, high “acceptable” collision rate
No data backing traffic considerations of interest",10.1109/TITS.2023.3288507,2023,China
"Mechanical behaviors and internal pressure bearing capacity of nuclear containment using UHPC and ECC: From numerical simulation, machine learning prediction to fragility analysis",Yao 2024,Days or More,Expert,76.19,Nuclear,Design Parameters,"Bayesian Belief Networks, Decision Tree, Random Forest",Finite Element Analysis,No,Non-Applicable,Static ML-Informed Benchmark,No,Mechanical Measurements,Internal pressure bearing capacity of a nuclear containment building,Safe NPP Operation,No,Non-Applicable,"“Employing the random forest predictions, a comprehensive set of 100 new containment model parameters were analyzed to assess internal pressure bearing capacities. The fragility of these structures was evaluated using the maximum likelihood method, yielding statistical predictions that provide valuable insights into the behavior of containment structures under operational stresses. This analysis not only supports the practical engineering applications of UHPC and ECC but also contributes to the safety and design optimization of containment structures.”",No,"Nataly Panczyk (2026-02-06 11:23:14)(Select): while the AI in this paper isn’t used for decision making in real time, it is used for design basis which would need to be approved by the NRC. the paper has some claims on validation cases with FEM, wondering how to show that these validations are sufficient? call back to FAA validation paper (moss); Leo Tunkle (2026-01-07 10:11:53)(Screen): Seems like a stretch to say that predicting pressure limits will aid decision making since this will be during design;","This is really a structural engineering paper with some ML sprinkles on top. 
The ML results were compared against FEA results for accuracy. The goal is basically to create a surrogate model. Upon further review, this might be accepted by the NRC easily for a design basis because the results are verified with FEA. But, if you’re doing FEA anyways, why even bother with the ML? This doesn’t seem to make sense for evaluations that only need to be done during the design phase (and can’t feasibly be done post-construction).",10.1016/j.nucengdes.2024.113617,2024,China
Accuracy of prospective assessments of 4 large language model chatbot responses to patient questions about emergency care: Experimental comparative study,Yau 2024,Minutes-Hours,General Public,90.48,Medical,Diagnostics,LLM,Human Evaluation,No,Non-Applicable,Not System Integrated,Yes,"Clinical - Condition Onset Details, Synthetic",Quality of chatbot responses to common emergency care questions,Diagnostic,Yes,FDA,"“We created 10 emergency care questions that we fed into the free-access versions of ChatGPT 3.5 (OpenAI), Google Bard, Bing AI Chat (Microsoft), and Claude AI (Anthropic) on November 26, 2023. Each response was graded by 5 board-certified emergency medicine (EM) faculty for 8 domains of percentage accuracy, presence of dangerous information, factual accuracy, clarity, completeness, understandability, source reliability, and source relevancy. We determined the correct, complete response to the 10 questions from reputable and scholarly emergency medical references. These were compiled by an EM resident physician.”
”Each of the 4 chatbots’ responses to the 10 clinical questions were scored across 8 domains by 5 EM faculty, for 400 assessments for each chatbot. Together, the 4 chatbots had the best performance in clarity and understandability (both 85%), intermediate performance in accuracy and completeness (both 50%), and poor performance (10%) for source relevance and reliability (mostly unreported). Chatbots contained dangerous information in 5% to 35% of responses, with no statistical difference between chatbots on this metric (P=.24). ChatGPT, Google Bard, and Claud AI had similar performances across 6 out of 8 domains. Only Bing AI performed better with more identified or relevant sources (40%; the others had 0%-10%). Flesch-Kincaid Reading level was 7.7-8.9 grade for all chatbots, except ChatGPT at 10.8, which were all too advanced for average emergency patients. Responses included both dangerous (eg, starting cardiopulmonary resuscitation with no pulse check) and generally inappropriate advice (eg, loosening the collar to improve breathing without evidence of airway compromise).”
”AI chatbots have important deficiencies for EM patient advice, despite their consistent performance. Advice for when to seek urgent or emergent care is frequently incomplete and inaccurate, and patients may be unaware of misinformation. Sources of information are not generally disclosed. Patients who use AI to guide their health care assume potential risks. The use of AI chatbots for health information should be subject to further research, refinement, and regulation. We strongly recommend proper medical consultation to prevent potential adverse outcomes. Finally, we call for further validation of scoring tools and the development of literature reporting guidelines.”",No,"Nataly Panczyk (2026-02-06 11:51:51)(Select): compare this to other emergency department + AI paper, while not actually decision making, it could be used to justify stronger validation studies before promoting the use of chatbots or actually using them in an emergency department ;","Basically, you should not use ChatGPT for emergency medical advice— this is proven in this study. Further, using commercially available generative AI does not pose a reliable solution to limited access to medical care, at the state evaluated in this study.
This study considered a comprehensive medical perspective; if the chatbot is going to replace the doctor, it can’t just be evaluated for accuracy. The authors considered:
  • accuracy
  • presence of dangerous information
  • clarity
  • completeness
  • understandability
  • source reliability
  • source relevancy",10.2196/60291,2024,United States
Active takeover failure of aggressive drivers during partially automated driving,Yuan 2026,Seconds or Less,General Public,90.48,Autonomous Vehicles,Accidents,AV Built-In,Other Studies,No,Non-Applicable,Human in the Loop,Yes,Behavioral,If aggressive driving tendencies correlate to passive takeover failure,Sparing lives,Yes,Non-Specific,"“Given that aggressive driving attitudes may influence drivers’ risk-related decision-making, this study aims to explore whether active takeover failures involve drivers’ subjective intentions and their relation to aggressive preferences.”
”These findings suggest the necessity of judicial assessment of drivers’ subjective intent in cases of deliberate non-takeover at the legal level, enhanced behavioral management of “suspected crashfor-cash” drivers in insurance practices, and optimization of active safety technologies in automated driving system design to ensure road safety.”
”This demonstrates that drivers’ driving styles exhibit cross-situational consistency; they are more likely to maintain their usual driving style rather than be influenced by the style of the automated driving system. At the same time, non-aggressive drivers did not show this problem. These results highlight the importance of addressing road safety issues for aggressive drivers, especially in competitive takeover scenarios. On one hand, more advanced safety technologies are needed, including systems that monitor driver status in real time and take corrective action when driver errors occur. On the other hand, strengthening laws and regulations and tightening the supervision of aggressive driving are crucial to curbing the spread of such behaviors. Additionally, targeted training programs can help aggressive drivers adjust their behavior and reduce safety risks.”",No,"Nataly Panczyk (2026-02-06 11:57:27)(Select): this paper evaluates driver tendencies to take over an AV based on their driving personalities and trust in the AV system. this is interesting because it shows that trust in AI cannot be universally applied. this would seem obvious, but making a point of this fact can help for designing safer systems;","Human factors need to be considered in AI design spaces, especially for human-in-the-loop systems. Because people will interact with these systems differently based on their behavioral dispositions, all possibilities need to be accommodated to ensure the technology is compatible for a wide variety of users.",10.1016/j.trf.2025.103416,2026,China
Human-machine cooperation in safety management: An intelligent decision-making framework for cooling water intake reliability,Zhao 2024,Minutes-Hours,Expert,61.9,Nuclear,"Accidents, Roadmap/Perspective",FNN,Human Evaluation,Yes,Non-Specific,Augmented Human Decision-Making,No,"Interviews, Mechanical Sensor",Cooling water intake reliability,Safe NPP Operation,No,Non-Applicable,"Theoretically, the framework presents a human-machine cooperated method for projects involving various decision-makers and multiple datasets. It is expected to bring insights into other projects with similar decision-making processes, like NPP water intake issues.",No,"Nataly Panczyk (2026-02-06 12:17:27)(Select): I do not believe this paper actually built any AI systems, though they mention “recording in C++” and building something else in MATLAB…?  I suppose it’s an example for the nuclear industry, but it’s far from well-developed; Leo Tunkle (2026-01-07 10:02:53)(Screen): I think it uses CNNs somewhere, but it's vague in the abstract;","They note that explainability is challenging and therefore that domain experts are needed.
This is a proposed system design and didn’t get excluded for “not having results” because it did consider interviews with some individuals who broadly agreed that an AI-assisted system would be helpful here.",10.1016/j.pnucene.2024.105452,2024,"China, New Zealand"
A retrospective study on the effectiveness of Artificial Intelligence-based Clinical Decision Support System (AI-CDSS) to improve the incidence of hospital-related venous thromboembolism (VTE),Zhou 2021,Minutes-Hours,Expert,85.71,Medical,Prophylaxis,CDSS Built-In,Human Evaluation,No,Non-Applicable,Augmented Human Decision-Making,Yes,"Clinical - Condition Onset Details, Clinical - Imaging, Clinical - Physiological, Demographic, Medical Records",Presence of hospital-acquired VTE,Survival,No,Non-Applicable,"“Implementing AI-CDSS can help clinicians identify hospitalized patients at increased VTE risk, take effective preventive measures, and improve clinicians’ compliance with the American College of Chest Physicians (ACCP) guidelines.”",No,"Nataly Panczyk (2026-02-06 12:25:04)(Select): I’m including this because it involves CDSS to help detect VTE, which is an immediately life-threatening condition with sudden onset that can be treated or there a prophylactic measures that can be taken. I didn’t include a somewhat similar paper on sepsis because it didn’t involve CDSS as actively and was strictly looking at contributing factors, rather than “raising an alarm"";","This is probably the largest dataset that was considered, but the generally shadiness behind the details of the AI CDSS system undermines our ability to evaluate what qualities of the AI system led to the beneficial outcomes.",10.21037/atm-21-1093,2021,China
